**** All Elevator Calls (time,src,dest,state,elev dt) stage 4 ****
Elevator call,4.993816266014164,-1,12,3,2, Done, dt, 1188.0061837339858
Elevator call,18.77917039169597,-2,-1,3,2, Done, dt, 133.22082960830403
Elevator call,19.387078657155826,0,17,3,2, Done, dt, 334.6129213428442
Elevator call,27.9999732565052,0,9,3,2, Done, dt, 1505.0000267434948
Elevator call,38.28582116015673,0,2,3,2, Done, dt, 594.7141788398433
Elevator call,39.19202923931175,0,20,3,2, Done, dt, 629.8079707606882
Elevator call,39.69710409736126,0,12,3,2, Done, dt, 1153.3028959026387
Elevator call,57.40531969890162,0,1,3,2, Done, dt, 1072.5946803010984
Elevator call,63.05259875982824,-1,0,3,2, Done, dt, 197.94740124017176
Elevator call,79.37736411739434,0,14,3,2, Done, dt, 2004.6226358826057
Elevator call,92.15048695301039,-2,5,3,2, Done, dt, 896.8495130469896
Elevator call,96.61997031673536,-1,8,3,2, Done, dt, 2891.3800296832646
Elevator call,111.62708145083661,0,-2,3,2, Done, dt, 281.3729185491634
Elevator call,140.52095248879914,-1,7,3,2, Done, dt, 430.47904751120086
Elevator call,142.07808960138755,-2,0,3,2, Done, dt, 263.92191039861245
Elevator call,147.44392615224183,-1,6,3,2, Done, dt, 132.55607384775817
Elevator call,170.15712188664338,-1,11,3,2, Done, dt, 574.8428781133566
Elevator call,177.9146689591314,0,3,3,2, Done, dt, 907.0853310408686
Elevator call,179.41211574761928,0,13,3,2, Done, dt, 523.5878842523807
Elevator call,188.69360223337299,-1,-2,3,2, Done, dt, 204.30639776662701
Elevator call,197.44243298068636,-2,15,3,2, Done, dt, 1591.5575670193136
Elevator call,209.35081553255895,4,0,3,2, Done, dt, 51.649184467441046
Elevator call,209.97850155767696,0,11,3,2, Done, dt, 535.021498442323
Elevator call,210.90630526255882,4,0,3,2, Done, dt, 50.09369473744118
Elevator call,211.32931870336074,0,18,3,2, Done, dt, 1500.6706812966393
Elevator call,218.07434462591186,18,19,3,2, Done, dt, 2296.925655374088
Elevator call,220.76873550670848,16,0,3,2, Done, dt, 834.2312644932915
Elevator call,224.31198381778677,-1,-2,3,2, Done, dt, 168.68801618221323
Elevator call,249.47153929844012,-1,0,3,2, Done, dt, 156.52846070155988
Elevator call,255.11453151297678,-1,0,3,2, Done, dt, 150.88546848702322
Elevator call,257.29849213037915,0,-2,3,2, Done, dt, 135.70150786962085
Elevator call,260.38349181826743,-2,12,3,2, Done, dt, 932.6165081817326
Elevator call,266.894697015759,6,-1,3,2, Done, dt, 63.10530298424101
Elevator call,270.3465008526289,0,-1,3,2, Done, dt, 59.65349914737112
Elevator call,272.4308393782785,-2,6,3,2, Done, dt, 841.5691606217215
Elevator call,303.5884504315734,0,5,3,2, Done, dt, 685.4115495684266
Elevator call,310.43660083151826,10,-1,3,2, Done, dt, 291.56339916848174
Elevator call,318.63880157220933,-1,6,3,2, Done, dt, 795.3611984277907
Elevator call,334.8964002994919,-1,17,3,2, Done, dt, 2354.1035997005083
Elevator call,338.34551095760867,-2,9,3,2, Done, dt, 1194.6544890423913
Elevator call,361.645498123866,-1,11,3,2, Done, dt, 383.354501876134
Elevator call,381.31971563530055,-2,18,3,2, Done, dt, 1330.6802843646994
Elevator call,388.51503029731634,0,16,3,2, Done, dt, 626.4849697026837
Elevator call,394.25877451521023,0,-1,3,2, Done, dt, 207.74122548478977
Elevator call,396.01053237831434,-1,7,3,2, Done, dt, 438.98946762168566
Elevator call,396.1162807679582,0,8,3,2, Done, dt, 2591.8837192320416
Elevator call,397.828560875153,9,18,3,2, Done, dt, 1314.171439124847
Elevator call,400.2358983059046,-1,3,3,2, Done, dt, 684.7641016940954
Elevator call,403.08087087207764,-1,20,3,2, Done, dt, 265.91912912792236
Elevator call,420.90267429546566,0,19,3,2, Done, dt, 107.09732570453434
Elevator call,424.97730311249506,4,0,3,2, Done, dt, 963.0226968875049
Elevator call,431.638137321645,-1,17,3,2, Done, dt, 2257.361862678355
Elevator call,442.48024316783403,10,18,3,2, Done, dt, 1269.519756832166
Elevator call,448.37219431241874,-2,17,3,2, Done, dt, 2240.6278056875813
Elevator call,458.57493472839155,0,9,3,2, Done, dt, 1074.4250652716084
Elevator call,467.1243025576689,-2,20,3,2, Done, dt, 470.8756974423311
Elevator call,471.18462320429603,-2,11,3,2, Done, dt, 1183.815376795704
Elevator call,507.896243493429,0,19,3,2, Done, dt, 2007.103756506571
Elevator call,508.3883648726937,-1,20,3,2, Done, dt, 160.61163512730627
Elevator call,524.1069739806394,1,15,3,2, Done, dt, 1264.8930260193606
Elevator call,530.1742255496574,0,4,3,2, Done, dt, 737.8257744503426
Elevator call,556.8993874391524,0,7,3,2, Done, dt, 278.1006125608476
Elevator call,557.5557041789998,0,4,3,2, Done, dt, 710.4442958210002
Elevator call,562.5015578609957,0,20,3,2, Done, dt, 106.49844213900428
Elevator call,573.8367444751809,0,-2,3,2, Done, dt, 193.16325552481908
Elevator call,579.4289603377472,0,-2,3,2, Done, dt, 187.57103966225282
Elevator call,582.4748234204005,0,2,3,2, Done, dt, 50.525176579599474
Elevator call,587.5065401456161,0,15,3,2, Done, dt, 1201.493459854384
Elevator call,590.6208993932232,-1,2,3,2, Done, dt, 42.379100606776774
Elevator call,593.1685913886549,-2,18,3,2, Done, dt, 1118.831408611345
Elevator call,620.2579900542485,2,13,3,2, Done, dt, 82.74200994575153
Elevator call,623.6992665911678,0,10,3,2, Done, dt, 742.3007334088322
Elevator call,627.5033706858799,-2,0,3,2, Done, dt, 165.49662931412013
Elevator call,635.7897844410584,0,6,3,2, Done, dt, 478.2102155589416
Elevator call,648.3122718675629,0,20,3,2, Done, dt, 289.6877281324371
Elevator call,688.1143086691975,13,6,3,2, Done, dt, 425.8856913308025
Elevator call,689.1432791543316,-2,11,3,2, Done, dt, 965.8567208456684
Elevator call,695.0796471237577,7,0,3,2, Done, dt, 155.9203528762423
Elevator call,695.4237523147347,2,-1,3,2, Done, dt, 345.57624768526534
Elevator call,703.881682733766,0,17,3,2, Done, dt, 1985.118317266234
Elevator call,708.981552127932,0,12,3,2, Done, dt, 484.018447872068
Elevator call,717.7965298809615,-2,12,3,2, Done, dt, 475.20347011903846
Elevator call,728.499323661546,0,11,3,2, Done, dt, 926.500676338454
Elevator call,741.8722441091284,0,6,3,2, Done, dt, 372.12775589087164
Elevator call,744.975962002575,17,0,3,2, Done, dt, 1976.024037997425
Elevator call,749.8657280601287,-2,0,3,2, Done, dt, 43.13427193987127
Elevator call,758.4490750208467,0,-1,3,2, Done, dt, 282.55092497915325
